author,title,page_count,rating,ratingCount,firstPub_year,ogPub_year,Binding,language,followers,review_counts,Publisher,genres
Margaret Mitchell,Gone with the Wind,1037,4.30,1139625,1936,1999,Mass Market Paperback,English,"2,741",21482,WarnerBooks,"['Classics', 'Historical', 'Historical Fiction', 'Fiction', 'Romance', 'Historical', 'War', 'Literature', 'Military History', 'Civil War', 'Romance', 'Historical Romance', 'Novels']"
Douglas Adams,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",193,4.22,1605759,1979,2007,Paperback,English,"20,564",35180,DelRey,"['Science Fiction', 'Fiction', 'Humor', 'Classics', 'Fantasy', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Adventure', 'Novels']"
Shel Silverstein,The Giving Tree,64,4.37,1000060,1964,1964,Hardcover,English,"9,029",19557,HarperCollinsPublishers,"['Childrens', 'Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Young Adult', 'Fantasy', 'Childrens', 'Juvenile', 'Kids', 'Short Stories']"
Emily Brontë,Wuthering Heights,464,3.87,1520898,1847,2002,Paperback,English,"9,495",44972,Norton,"['Classics', 'Fiction', 'Romance', 'Gothic', 'Literature', 'Historical', 'Historical Fiction', 'Literature', '19th Century', 'Novels', 'Historical', 'Classics', 'Classic Literature']"
Oscar Wilde,The Picture of Dorian Gray,272,4.10,1155502,1890,2004,Paperback,English,"29,514",41132,RandomHouse:ModernLibrary,"['Classics', 'Fiction', 'Horror', 'Fantasy', 'Gothic', 'Literature', 'Novels', 'Literature', '19th Century', 'LGBT', 'Classics', 'Classic Literature']"
Dan Brown,"The Da Vinci Code (Robert Langdon, #2)",489,3.88,2113027,2003,2006,Paperback,English,"92,733",50018,Anchor,"['Fiction', 'Mystery', 'Thriller', 'Thriller', 'Mystery Thriller', 'Suspense', 'Historical', 'Historical Fiction', 'Adventure', 'Novels', 'Mystery', 'Crime', 'Adult']"
Charlotte Brontë,Jane Eyre,532,4.14,1812871,1847,2003,Paperback,English,"14,184",49600,Penguin,"['Classics', 'Fiction', 'Romance', 'Historical', 'Historical Fiction', 'Gothic', 'Literature', 'Historical', 'Literature', '19th Century', 'Academic', 'School', 'Novels']"
Arthur Golden,Memoirs of a Geisha,503,4.13,1837861,1997,2005,Mass Market Paperback,English,"2,412",32205,VintageBooksUSA,"['Fiction', 'Historical', 'Historical Fiction', 'Romance', 'Historical', 'Classics', 'Cultural', 'Japan', 'Adult', 'Novels', 'Cultural', 'Asia', 'Adult Fiction']"
,Alice's Adventures in Wonderland / Through the Looking-…,,,,,,,,,,,
Stephen Chbosky,The Perks of Being a Wallflower,213,4.21,1457535,,,,,,,,
J.K. Rowling,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",309,4.48,8257383,1997,2003,Hardcover,English,"217,518",130010,ScholasticInc,"['Fantasy', 'Fiction', 'Young Adult', 'Fantasy', 'Magic', 'Childrens', 'Childrens', 'Middle Grade', 'Adventure', 'Classics', 'Audiobook', 'Science Fiction Fantasy']"
Ray Bradbury,Fahrenheit 451,194,3.98,1959020,1953,2011,Kindle Edition,English,"20,101",56650,Simon&Schuster,"['Classics', 'Fiction', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Academic', 'School', 'Literature', 'Novels', 'Fantasy', 'Adult', 'Audiobook']"
Victor Hugo,Les Misérables,1463,4.19,731694,1862,1987,Mass Market Paperback,English,"10,721",19316,Penguin,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Literature', 'Cultural', 'France', 'Historical', 'Novels', 'European Literature', 'French Literature', 'Romance', 'Classics', 'Classic Literature']"
Veronica Roth,"Divergent (Divergent, #1)",487,4.17,3346364,2011,2012,Paperback,English,"458,946",112308,KatherineTegenBooks,"['Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Young Adult', 'Teen', 'Action', 'Apocalyptic', 'Post Apocalyptic']"
F. Scott Fitzgerald,The Great Gatsby,200,3.93,4323100,1925,2004,Paperback,English,"21,174",79347,Scribner,"['Classics', 'Fiction', 'Academic', 'School', 'Historical', 'Historical Fiction', 'Literature', 'Romance', 'Novels', 'Academic', 'Read For School', 'Young Adult', 'High School', 'Literature', 'American']"
Paulo Coelho,The Alchemist,182,3.89,2458230,1988,2014,Paperback,English,"126,359",94246,HarperOne,"['Fiction', 'Classics', 'Fantasy', 'Philosophy', 'Novels', 'Spirituality', 'Self Help', 'Literature', 'Adventure', 'Inspirational']"
Fyodor Dostoevsky,Crime and Punishment,671,4.24,724773,1866,2002,Paperback,English,"40,723",24027,Penguin,"['Classics', 'Fiction', 'Cultural', 'Russia', 'Literature', 'Literature', 'Russian Literature', 'Philosophy', 'Novels', 'Mystery', 'Crime', 'Literature', '19th Century', 'Academic', 'School']"
,Lord of the Flies,,,,,,,,,,,
William Shakespeare,Romeo and Juliet,281,3.75,2273180,1597,2002,Mass Market Paperback,English,"38,610",22680,WashingtonSquarePress,"['Classics', 'Plays', 'Fiction', 'Romance', 'Academic', 'School', 'Drama', 'Academic', 'Read For School', 'Literature', 'Young Adult', 'High School', 'Poetry']"
Antoine de Saint-Exupéry,The Little Prince,96,4.31,1661479,1943,2000,Paperback,English,"6,899",49269,"Harcourt,Inc.","['Classics', 'Fiction', 'Fantasy', 'Childrens', 'Cultural', 'France', 'Philosophy', 'Young Adult', 'Literature', 'Childrens', 'Middle Grade', 'European Literature', 'French Literature']"
Cassandra Clare,"City of Bones (The Mortal Instruments, #1)",485,4.09,1794352,,,,,,,,
L.M. Montgomery,"Anne of Green Gables (Anne of Green Gables, #1)",320,4.28,831991,1908,2003,Paperback,English,"9,672",28418,SignetBook,"['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Historical', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Historical', 'Audiobook', 'Cultural', 'Canada', 'Young Adult', 'Coming Of Age']"
Kathryn Stockett,The Help,464,4.46,2401912,,,,,,,,
Orson Scott Card,"Ender's Game (Ender's Saga, #1)",324,4.30,1234558,1985,2004,Mass Market Paperback,English,"17,961",45361,Tor,"['Science Fiction', 'Young Adult', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Science Fiction', 'Dystopia', 'War', 'Audiobook', 'Adventure', 'Novels']"
Rick Riordan,"The Lightning Thief (Percy Jackson and the Olympians, #1)",377,4.28,2360839,2005,2006,Paperback,English,"373,163",71941,DisneyHyperionBooks,"['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Childrens', 'Mythology', 'Greek Mythology', 'Fantasy', 'Urban Fantasy', 'Young Adult', 'Young Adult Fantasy']"
E.B. White,Charlotte's Web,184,4.18,1591632,1952,2001,Paperback,English,"2,384",20198,HarperCollinsPublishers,"['Classics', 'Childrens', 'Fiction', 'Young Adult', 'Fantasy', 'Animals', 'Childrens', 'Middle Grade', 'Academic', 'School', 'Childrens', 'Juvenile', 'Childrens', 'Chapter Books']"
John Steinbeck,Of Mice and Men,112,3.88,2174258,1937,2002,Paperback,English,"19,292",39828,PenguinBooks,"['Classics', 'Fiction', 'Academic', 'School', 'Historical', 'Historical Fiction', 'Literature', 'Academic', 'Read For School', 'Novels', 'Young Adult', 'High School', 'Literature', 'American', 'Historical']"
Bram Stoker,Dracula,488,4.00,1061184,1897,1986,Paperback,English,"4,089",31909,Norton,"['Classics', 'Horror', 'Fiction', 'Fantasy', 'Paranormal', 'Vampires', 'Gothic', 'Fantasy', 'Paranormal', 'Literature', 'Audiobook', 'Literature', '19th Century']"
,The Time Traveler's Wife,,,,,,,,,,,
Aldous Huxley,Brave New World,268,3.99,1607332,1932,1998,Paperback,English,"10,754",36361,HarperPerennial/PerennialClassics,"['Classics', 'Fiction', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Novels', 'Academic', 'School', 'Fantasy', 'Philosophy', 'Science Fiction Fantasy']"
Gabriel García Márquez,One Hundred Years of Solitude,417,4.10,836108,1967,2003,Mass Market Paperback,English,"31,833",35522,Harper,"['Fiction', 'Classics', 'Magical Realism', 'Literature', 'Novels', 'Fantasy', 'Historical', 'Historical Fiction', 'European Literature', 'Spanish Literature', 'Literary Fiction', 'Cultural', 'Latin American']"
J.D. Salinger,The Catcher in the Rye,277,3.81,3046278,1951,2001,Paperback,English,"13,671",66071,BackBayBooks,"['Classics', 'Fiction', 'Young Adult', 'Literature', 'Academic', 'School', 'Novels', 'Young Adult', 'Coming Of Age', 'Young Adult', 'High School', 'Literature', 'American', 'Academic', 'Read For School']"
William Goldman,The Princess Bride,456,4.26,834181,1973,2003,Paperback,English,"2,324",22195,BallantineBooks,"['Fantasy', 'Fiction', 'Classics', 'Romance', 'Humor', 'Young Adult', 'Adventure', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Fantasy', 'Fairy Tales']"
Khaled Hosseini,A Thousand Splendid Suns,372,4.40,1295538,2007,2007,Hardcover,English,"145,129",61693,RiverheadBooks,"['Fiction', 'Historical', 'Historical Fiction', 'Contemporary', 'Novels', 'Historical', 'War', 'Adult', 'Adult Fiction', 'Drama', 'Classics']"
Frances Hodgson Burnett,The Secret Garden,331,4.14,1007649,1910,1998,Hardcover,English,"3,616",22227,Children'sClassics,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Fantasy', 'Historical', 'Literature', 'Audiobook']"
George R.R. Martin,"A Game of Thrones (A Song of Ice and Fire, #1)",835,4.44,2197285,1996,2005,Mass Market Paperback,English,"100,263",57046,Bantam,"['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Adult', 'Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Audiobook', 'Fantasy', 'Dragons', 'Epic']"
Madeleine L'Engle,"A Wrinkle in Time (Time Quintet, #1)",218,3.99,1112009,1962,2017,Paperback,English,"7,955",35835,SquareFish,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Science Fiction', 'Childrens', 'Childrens', 'Middle Grade', 'Science Fiction', 'Time Travel', 'Adventure', 'Science Fiction Fantasy']"
S.E. Hinton,The Outsiders,192,4.11,1088031,1967,1997,Mass Market Paperback,English,"5,882",37661,PuffinBooks(US/CAN),"['Classics', 'Young Adult', 'Fiction', 'Academic', 'School', 'Academic', 'Read For School', 'Realistic Fiction', 'Young Adult', 'Coming Of Age', 'Historical', 'Historical Fiction', 'Contemporary', 'Young Adult', 'Teen']"
Mark Twain,The Adventures of Huckleberry Finn,327,3.82,1202242,1884,2002,Paperback,English,"16,110",16992,PenguinClassics,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Literature', 'Young Adult', 'Adventure', 'Academic', 'School', 'Novels', 'Academic', 'Read For School', 'Literature', 'American']"
Homer,The Odyssey,541,3.79,943092,-800,2006,Paperback,English,"4,528",14561,PenguinClassics,"['Classics', 'Fiction', 'Poetry', 'Fantasy', 'Mythology', 'Fantasy', 'Academic', 'School', 'Literature', 'Adventure', 'Academic', 'Read For School', 'Historical', 'Historical Fiction']"
Alice Sebold,The Lovely Bones,372,3.83,2162203,2002,2006,Mass Market Paperback,English,"4,424",42484,"Little,BrownandCompany","['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Fantasy', 'Mystery', 'Crime', 'Thriller', 'Adult', 'Adult Fiction', 'Drama']"
Maurice Sendak,Where the Wild Things Are,38,4.22,903286,1963,2000,Paperback,English,"1,763",12687,RedFox,"['Childrens', 'Childrens', 'Picture Books', 'Fiction', 'Classics', 'Fantasy', 'Adventure', 'Young Adult', 'Animals', 'Kids', 'Folklore', 'Monsters']"
Dr. Seuss,Green Eggs and Ham,64,4.29,689508,1960,1988,Hardcover,English,"16,960",10256,RandomHouseBooksforYoungReaders,"['Childrens', 'Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Humor', 'Kids', 'Food and Drink', 'Food', 'Young Adult']"
Yann Martel,Life of Pi,460,3.92,1458845,2001,2006,Paperback,English,"4,388",49125,SealBooks,"['Fiction', 'Fantasy', 'Classics', 'Adventure', 'Contemporary', 'Novels', 'Magical Realism', 'Literature', 'Cultural', 'India', 'Philosophy']"
Charles Dickens,A Tale of Two Cities,489,3.86,866832,1859,2003,Paperback,English,"25,193",19547,PenguinBooks,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Literature', 'Historical', 'Novels', 'Academic', 'School', 'Classics', 'Classic Literature', 'Literature', '19th Century', 'European Literature', 'British Literature']"
Khaled Hosseini,The Kite Runner,371,4.32,2708751,2003,2004,Paperback,English,"145,129",82262,RiverheadBooks,"['Fiction', 'Historical', 'Historical Fiction', 'Contemporary', 'Classics', 'Novels', 'Historical', 'Adult', 'Literature', 'Adult Fiction', 'Drama']"
Vladimir Nabokov,Lolita,331,3.88,727928,1955,1995,Paperback,English,"11,520",28917,Penguin,"['Classics', 'Fiction', 'Literature', 'Novels', 'Cultural', 'Russia', 'Romance', 'Literature', 'Russian Literature', 'Literary Fiction', 'Literature', '20th Century', 'Adult']"
,Water for Elephants,,,,,,,,,,,
Mary Wollstonecraft Shelley,Frankenstein,260,3.83,1313045,1818,2018,Paperback,English,"5,012",41755,PenguinClassics,"['Classics', 'Fiction', 'Horror', 'Science Fiction', 'Gothic', 'Fantasy', 'Academic', 'School', 'Literature', 'Novels', 'Academic', 'Read For School']"
Margaret Atwood,"The Handmaid's Tale (The Handmaid's Tale, #1)",314,4.12,1693735,1985,1998,Paperback,English,"71,219",79768,AnchorBooks,"['Fiction', 'Classics', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Feminism', 'Fantasy', 'Adult', 'Audiobook', 'Literature', 'Novels']"
Lois Lowry,"The Giver (The Giver, #1)",208,4.13,2052652,1993,2006,Paperback,English,"19,155",69899,Ember,"['Young Adult', 'Fiction', 'Classics', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Fantasy', 'Academic', 'School', 'Childrens', 'Childrens', 'Middle Grade', 'Academic', 'Read For School']"
,Slaughterhouse-Five,,,,,,,,,,,
Louisa May Alcott,Little Women,449,4.11,1892044,1869,2004,Paperback,English,"7,515",37406,SignetClassics,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Young Adult', 'Romance', 'Historical', 'Literature', 'Childrens', 'Classics', 'Classic Literature', 'Audiobook']"
Frank Herbert,"Dune (Dune, #1)",658,4.25,1018317,1965,2019,Hardcover,English,"10,639",41712,AceBooks,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Audiobook', 'Space', 'Space Opera', 'Novels', 'Adventure', 'Adult']"
J.K. Rowling,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",759,4.62,3173673,,,,,,,,
George Orwell,1984,298,4.19,3699275,1949,2013,Kindle Edition,English,"37,706",84810,HoughtonMifflinHarcourt,"['Classics', 'Fiction', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Novels', 'Politics', 'Academic', 'School', 'Fantasy', 'Adult']"
Joseph Heller,Catch-22,453,3.98,770973,1961,2004,Paperback,English,"2,335",20082,Simon&Schuster,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'War', 'Humor', 'Literature', 'Novels', 'Literature', 'American', 'Unfinished', 'Historical']"
Stephen King,The Stand,1152,4.34,680116,1978,1990,Hardcover,English,"785,983",24407,DoubledayBooks,"['Horror', 'Fiction', 'Fantasy', 'Science Fiction', 'Apocalyptic', 'Post Apocalyptic', 'Thriller', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Apocalyptic', 'Audiobook', 'Classics']"
Ken Follett,"The Pillars of the Earth (Kingsbridge, #1)",976,4.32,696294,1989,2002,Paperback,English,"47,590",33668,NALTrade,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Classics', 'Historical', 'Medieval', 'Audiobook', 'Novels', 'European Literature', 'British Literature', 'Adult']"
Arthur Conan Doyle,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",389,4.30,268125,1892,1998,Paperback,English,"20,138",7646,OxfordUniversityPress,"['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Mystery', 'Crime', 'Mystery', 'Detective', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Literature', 'Historical', 'Historical Fiction']"
Richard  Adams,"Watership Down (Watership Down, #1)",478,4.07,454583,1972,1975,Mass Market Paperback,English,"1,644",15012,AvonBooks,"['Classics', 'Fiction', 'Fantasy', 'Young Adult', 'Animals', 'Childrens', 'Adventure', 'Literature', 'Novels', 'Audiobook']"
Sylvia Plath,The Bell Jar,294,4.03,693769,1963,2006,Paperback,English,"16,544",30791,HarperPerennialModernClassics,"['Classics', 'Fiction', 'Feminism', 'Health', 'Mental Health', 'Psychology', 'Literature', 'Mental Health', 'Mental Illness', 'Novels', 'Poetry', 'Literary Fiction']"
Roald Dahl,Matilda,240,4.32,771996,1988,1998,Paperback,English,"22,268",19006,PuffinBooks,"['Childrens', 'Fiction', 'Classics', 'Fantasy', 'Childrens', 'Middle Grade', 'Young Adult', 'Humor', 'Audiobook', 'Fantasy', 'Magic', 'Novels']"
Charles Dickens,Great Expectations,544,3.79,713688,1860,1998,Paperback,English,"25,193",18195,OxfordUniversityPress,"['Classics', 'Fiction', 'Literature', 'Historical', 'Historical Fiction', 'Academic', 'School', 'Novels', 'Literature', '19th Century', 'Classics', 'Classic Literature', 'European Literature', 'British Literature', 'Historical', 'Victorian']"
Leo Tolstoy,Anna Karenina,964,4.07,738673,1877,2012,Paperback,English,"20,450",28068,Vintage,"['Classics', 'Fiction', 'Romance', 'Cultural', 'Russia', 'Historical', 'Historical Fiction', 'Literature', 'Russian Literature', 'Literature', 'Novels', 'Literature', '19th Century', 'Historical']"
J.R.R. Tolkien,"The Fellowship of the Ring (The Lord of the Rings, #1)",527,4.37,2540682,1954,1973,Mass Market Paperback,English,"62,838",27900,BallantineBooks,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Science Fiction Fantasy', 'Fantasy', 'High Fantasy', 'Fantasy', 'Epic Fantasy', 'Young Adult', 'Audiobook', 'Novels']"
Ken Kesey,One Flew Over the Cuckoo's Nest,325,4.20,673040,1962,1963,Mass Market Paperback,English,"2,501",12704,Signet,"['Classics', 'Fiction', 'Psychology', 'Literature', 'Novels', 'Health', 'Mental Health', 'Academic', 'School', 'Literature', 'American', 'Mental Health', 'Mental Illness', 'Literary Fiction']"
,"Outlander (Outlander, #1)",,,,,,,,,,,
Stieg Larsson,"The Girl with the Dragon Tattoo (Millennium, #1)",480,4.15,2861260,2005,2008,Hardcover,English,"14,819",71658,Knopf,"['Fiction', 'Mystery', 'Thriller', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Adult', 'Adult Fiction', 'Novels']"
Daphne du Maurier,Rebecca,449,4.23,528895,1938,2013,ebook,English,"7,092",30430,"Little,BrownandCompany","['Classics', 'Fiction', 'Mystery', 'Gothic', 'Romance', 'Historical', 'Historical Fiction', 'Thriller', 'Thriller', 'Mystery Thriller', 'Horror', 'Suspense']"
Jodi Picoult,My Sister's Keeper,423,4.08,1122919,2004,2005,Paperback,English,"62,178",34603,WashingtonSquarePress,"['Fiction', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Young Adult', 'Drama', 'Adult', 'Adult Fiction', 'Realistic Fiction', 'Family', 'Novels']"
J.K. Rowling,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",435,4.58,3330320,1999,2004,Mass Market Paperback,English,"217,518",65423,ScholasticInc.,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy', 'Magic', 'Childrens', 'Childrens', 'Middle Grade', 'Adventure', 'Audiobook', 'Classics', 'Science Fiction Fantasy']"
Alice Walker,The Color Purple,304,4.24,579228,1982,2019,Paperback,English,"5,384",18111,PenguinBooks,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Feminism', 'LGBT', 'Historical', 'Cultural', 'African American', 'Literature', 'Novels', 'Adult']"
